연번,시도명,시군구명,소재지지번주소,횡단보도관리번호,횡단보도종류,고원식횡단보도유무,경도,위도,보행등유무,음향신호기설치여부,보행자작동신호기유무,데이터기준일자
200,서울특별시,강남구,강남구 논현동 279-110 도,06-0000007605,일단(화살표없음),N,37.51050376,127.0369445,N,N,N,2026-03-20
201,서울특별시,강남구,강남구 논현동 279-110 도,06-0000008362,일단(화살표없음),N,37.51312282,127.035227,N,N,N,2026-03-20
202,서울특별시,강남구,강남구 논현동 279-110 도,06-0000007603,일단(화살표없음),N,37.51036829,127.0365559,N,N,N,2026-03-20
203,서울특별시,강남구,강남구 논현동 279-110 도,06-0000008368,이단(화살표있음),N,37.51517257,127.0354034,Y,Y,N,2026-03-20
204,서울특별시,강남구,강남구 논현동 279-110 도,06-0000007608,일단(화살표없음),N,37.51172886,127.0356402,N,N,N,2026-03-20
205,서울특별시,강남구,강남구 논현동 279-110 도,06-0000008361,이단(화살표있음),N,37.51305298,127.0354413,Y,Y,N,2026-03-20
206,서울특별시,강남구,강남구 논현동 279-110 도,06-0000008364,일단(화살표없음),N,37.5145085,127.0351977,N,N,N,2026-03-20
207,서울특별시,강남구,강남구 논현동 279-110 도,06-0000007595,일단(화살표없음),N,37.50966611,127.037752,N,N,N,2026-03-20
208,서울특별시,강남구,강남구 논현동 279-12 도,06-0000008291,일단(화살표없음),N,37.5214601,127.0387567,N,N,N,2026-03-20
209,서울특별시,강남구,강남구 논현동 279-12 도,06-0000008439,일단(화살표있음),N,37.52114689,127.0376735,N,N,N,2026-03-20
210,서울특별시,강남구,강남구 논현동 279-12 도,06-0000008288,일단(화살표없음),N,37.52138891,127.0387016,N,N,N,2026-03-20
211,서울특별시,강남구,강남구 논현동 279-12 도,06-0000008289,일단(화살표있음),N,37.52135636,127.0388024,N,N,N,2026-03-20
212,서울특별시,강남구,강남구 논현동 279-12 도,06-0000008290,일단(화살표있음),N,37.52141895,127.0388342,N,N,N,2026-03-20
213,서울특별시,강남구,강남구 논현동 279-12 도,06-0000008442,일단(화살표있음),N,37.52118821,127.0375831,N,N,N,2026-03-20
214,서울특별시,강남구,강남구 논현동 279-12 도,06-0000008440,일단(화살표있음),N,37.5209888,127.0375799,N,N,N,2026-03-20
215,서울특별시,강남구,강남구 논현동 279-12 도,06-0000008441,일단(화살표있음),N,37.5210641,127.0375083,N,N,N,2026-03-20
216,서울특별시,강남구,강남구 논현동 279-128 도,06-0000007599,일단(화살표없음),N,37.50841317,127.0335234,N,N,N,2026-03-20
217,서울특별시,강남구,강남구 논현동 279-128 도,06-0000015474,일단(화살표없음),N,37.51320821,127.0309561,N,N,N,2026-03-20
218,서울특별시,강남구,강남구 논현동 279-128 도,06-0000007823,일단(화살표있음),N,37.51140048,127.0317878,N,N,N,2026-03-20
219,서울특별시,강남구,강남구 논현동 279-128 도,06-0000007827,일단(화살표없음),N,37.50912114,127.0328699,N,N,N,2026-03-20
220,서울특별시,강남구,강남구 논현동 279-128 도,06-0000007824,이단(화살표있음),N,37.51082018,127.0322364,Y,Y,N,2026-03-20
221,서울특별시,강남구,강남구 논현동 279-128 도,06-0000037544,일단(화살표없음),N,37.51069134,127.0321348,N,N,N,2026-03-20
222,서울특별시,강남구,강남구 논현동 279-128 도,06-0000007600,일단(화살표없음),N,37.50837311,127.0332182,N,N,N,2026-03-20
223,서울특별시,강남구,강남구 논현동 279-128 도,06-0000039979,이단(화살표없음),N,37.50904669,127.0330698,Y,N,N,2026-03-20
224,서울특별시,강남구,강남구 논현동 279-128 도,06-0000007828,일단(화살표없음),N,37.50990859,127.0324982,N,N,N,2026-03-20
225,서울특별시,강남구,강남구 논현동 279-128 도,06-0000037543,일단(화살표없음),N,37.51076308,127.0324193,N,N,N,2026-03-20
226,서울특별시,강남구,강남구 논현동 279-128 도,06-0000007999,이단(화살표있음),N,37.50745879,127.033806,Y,Y,N,2026-03-20
227,서울특별시,강남구,강남구 논현동 279-128 도,06-0000007638,이단(화살표있음),N,37.51373321,127.0308627,Y,Y,N,2026-03-20
228,서울특별시,강남구,강남구 논현동 279-129 도,06-0000007654,일단(화살표없음),N,37.51329279,127.0312389,N,N,N,2026-03-20
229,서울특별시,강남구,강남구 논현동 279-144 도,06-0000007821,일단(화살표없음),N,37.51210803,127.0317906,N,N,N,2026-03-20
230,서울특별시,강남구,강남구 논현동 279-149 도,06-0000026912,이단(화살표없음),N,37.5110411,127.0386145,N,N,N,2026-03-20
231,서울특별시,강남구,강남구 논현동 279-149 도,06-0000026913,일단(화살표없음),N,37.51109412,127.0386583,N,N,N,2026-03-20
232,서울특별시,강남구,강남구 논현동 279-149 도,06-0000026911,이단(화살표있음),N,37.51077995,127.0377685,N,N,N,2026-03-20
233,서울특별시,강남구,강남구 논현동 279-15 도,06-0000008306,일단(화살표없음),N,37.519778,127.040201,N,N,N,2026-03-20
234,서울특별시,강남구,강남구 논현동 279-15 도,06-0000008295,일단(화살표없음),N,37.52093691,127.0397627,N,N,N,2026-03-20
235,서울특별시,강남구,강남구 논현동 279-15 도,06-0000008298,일단(화살표없음),N,37.52031231,127.0399922,N,N,N,2026-03-20
236,서울특별시,강남구,강남구 논현동 279-15 도,06-0000008304,일단(화살표없음),N,37.51923172,127.0404052,N,N,N,2026-03-20
237,서울특별시,강남구,강남구 논현동 279-150 도,06-0000054274,일단(화살표없음),N,37.51130277,127.039372,N,N,N,2026-03-20
238,서울특별시,강남구,강남구 논현동 279-150 도,06-0000054353,일단(화살표없음),N,37.51145702,127.0399116,N,N,N,2026-03-20
239,서울특별시,강남구,강남구 논현동 279-150 도,06-0000054273,일단(화살표없음),N,37.51131476,127.0392575,N,N,N,2026-03-20
240,서울특별시,강남구,강남구 논현동 279-164 도,06-0000051838,일단(화살표없음),N,37.51019592,127.0395454,N,N,N,2026-03-20
241,서울특별시,강남구,강남구 논현동 279-164 도,06-0000051839,일단(화살표없음),N,37.51016167,127.0396717,N,N,N,2026-03-20
242,서울특별시,강남구,강남구 논현동 279-164 도,06-0000051840,일단(화살표없음),N,37.50967381,127.039862,N,N,N,2026-03-20
243,서울특별시,강남구,강남구 논현동 279-165 도,06-0000007120,일단(화살표없음),N,37.50481961,127.0252739,N,N,N,2026-03-20
244,서울특별시,강남구,강남구 논현동 279-165 도,06-0000006845,일단(화살표없음),N,37.50707287,127.0327776,N,N,N,2026-03-20
245,서울특별시,강남구,강남구 논현동 279-165 도,06-0000007123,일단(화살표없음),N,37.50554975,127.0277551,N,N,N,2026-03-20
246,서울특별시,강남구,강남구 논현동 279-165 도,06-0000008008,이단(화살표있음),N,37.50878125,127.0383754,Y,Y,N,2026-03-20
247,서울특별시,강남구,강남구 논현동 279-165 도,06-0000051409,일단(화살표없음),N,37.50665156,127.0314249,Y,Y,N,2026-03-20
248,서울특별시,강남구,강남구 논현동 279-165 도,06-0000048929,일단(화살표없음),N,37.50824098,127.0366589,N,N,N,2026-03-20
249,서울특별시,강남구,강남구 논현동 279-165 도,06-0000007815,이단(화살표없음),N,37.50869928,127.0381175,N,N,N,2026-03-20
250,서울특별시,강남구,강남구 논현동 279-165 도,06-0000006843,이단(화살표있음),N,37.50658455,127.0316228,Y,Y,N,2026-03-20
251,서울특별시,강남구,강남구 논현동 279-165 도,06-0000015450,이단(화살표있음),N,37.50455092,127.0248781,Y,Y,N,2026-03-20
252,서울특별시,강남구,강남구 논현동 279-165 도,06-0000037573,이단(화살표있음),N,37.50720773,127.0336858,Y,Y,N,2026-03-20
253,서울특별시,강남구,강남구 논현동 279-165 도,06-0000039970,이단(화살표있음),N,37.50549794,127.0280114,Y,Y,N,2026-03-20
254,서울특별시,강남구,강남구 논현동 279-165 도,06-0000036827,일단(화살표없음),N,37.50837958,127.0371745,N,N,N,2026-03-20
255,서울특별시,강남구,강남구 논현동 279-165 도,06-0000037584,일단(화살표없음),N,37.50514073,127.0263926,N,N,N,2026-03-20
256,서울특별시,강남구,강남구 논현동 279-165 도,06-0000006838,일단(화살표없음),N,37.50590555,127.0289028,N,N,N,2026-03-20
257,서울특별시,강남구,강남구 논현동 279-165 도,06-0000039634,일단(화살표없음),N,37.51008336,127.0429317,N,N,N,2026-03-20
258,서울특별시,강남구,강남구 논현동 279-165 도,06-0000007819,일단(화살표없음),N,37.50990868,127.0423308,N,N,N,2026-03-20
259,서울특별시,강남구,강남구 논현동 279-165 도,06-0000007812,일단(화살표없음),N,37.50926866,127.0400343,Y,Y,N,2026-03-20
260,서울특별시,강남구,강남구 논현동 279-165 도,06-0000007818,이단(화살표있음),N,37.5091812,127.0402898,Y,Y,N,2026-03-20
261,서울특별시,강남구,강남구 논현동 279-17 도,06-0000041562,일단(화살표없음),N,37.51890809,127.028603,N,N,N,2026-03-20
262,서울특별시,강남구,강남구 논현동 279-177 도,06-0000034536,일단(화살표없음),N,37.50931939,127.0366055,N,N,N,2026-03-20
263,서울특별시,강남구,강남구 논현동 279-177 도,06-0000034539,일단(화살표없음),N,37.50923085,127.0365886,N,N,N,2026-03-20
264,서울특별시,강남구,강남구 논현동 279-177 도,06-0000034538,일단(화살표없음),N,37.50928003,127.0364401,N,N,N,2026-03-20
265,서울특별시,강남구,강남구 논현동 279-190 도,06-0000008002,일단(화살표없음),N,37.50774122,127.034895,N,N,N,2026-03-20
266,서울특별시,강남구,강남구 논현동 279-23 도,06-0000008449,일단(화살표없음),N,37.51963905,127.0348778,N,N,N,2026-03-20
267,서울특별시,강남구,강남구 논현동 279-23 도,06-0000008451,이단(화살표있음),N,37.51835893,127.035232,Y,Y,N,2026-03-20
268,서울특별시,강남구,강남구 논현동 279-23 도,06-0000031282,이단(화살표있음),N,37.51996633,127.0345241,Y,N,N,2026-03-20
269,서울특별시,강남구,강남구 논현동 279-23 도,06-0000008430,일단(화살표없음),N,37.52022548,127.0346212,N,N,N,2026-03-20
270,서울특별시,강남구,강남구 논현동 279-23 도,06-0000032479,일단(화살표없음),N,37.52010649,127.0342509,N,N,N,2026-03-20
271,서울특별시,강남구,강남구 논현동 279-23 도,06-0000008453,일단(화살표없음),N,37.51819722,127.0355067,N,N,N,2026-03-20
272,서울특별시,강남구,강남구 논현동 279-23 도,06-0000008342,일단(화살표없음),N,37.51700404,127.0352143,N,N,N,2026-03-20
273,서울특별시,강남구,강남구 논현동 279-23 도,06-0000008452,일단(화살표없음),N,37.51820728,127.0350911,N,N,N,2026-03-20
274,서울특별시,강남구,강남구 논현동 279-23 도,06-0000008345,일단(화살표없음),N,37.51650983,127.0356065,N,N,N,2026-03-20
275,서울특별시,강남구,강남구 논현동 279-23 도,06-0000008350,이단(화살표있음),N,37.51560839,127.0354113,Y,Y,N,2026-03-20
276,서울특별시,강남구,강남구 논현동 279-23 도,06-0000008344,일단(화살표없음),N,37.51640376,127.0352151,N,N,N,2026-03-20
277,서울특별시,강남구,강남구 논현동 279-37 도,06-0000008980,일단(화살표없음),N,37.51787094,127.0287633,N,N,N,2026-03-20
278,서울특별시,강남구,강남구 논현동 279-37 도,06-0000026792,일단(화살표없음),N,37.51468943,127.0305648,N,N,N,2026-03-20
279,서울특별시,강남구,강남구 논현동 279-37 도,06-0000046007,이단(화살표있음),N,37.51554416,127.030015,Y,N,N,2026-03-20
280,서울특별시,강남구,강남구 논현동 279-37 도,06-0000008122,이단(화살표있음),N,37.51665133,127.0294921,Y,N,N,2026-03-20
281,서울특별시,강남구,강남구 논현동 279-37 도,06-0000007647,일단(화살표없음),N,37.51460235,127.0303112,N,N,N,2026-03-20
282,서울특별시,강남구,강남구 논현동 279-37 도,06-0000046006,이단(화살표있음),N,37.51803196,127.0288478,Y,N,N,2026-03-20
283,서울특별시,강남구,강남구 논현동 279-37 도,06-0000008128,일단(화살표없음),N,37.51702198,127.0294696,N,N,N,2026-03-20
284,서울특별시,강남구,강남구 논현동 279-37 도,06-0000026785,일단(화살표없음),N,37.51880779,127.0283273,N,N,N,2026-03-20
285,서울특별시,강남구,강남구 논현동 279-37 도,06-0000008123,일단(화살표없음),N,37.51670824,127.0293112,N,N,N,2026-03-20
286,서울특별시,강남구,강남구 논현동 279-37 도,06-0000008124,일단(화살표없음),N,37.51678794,127.0295837,N,N,N,2026-03-20
287,서울특별시,강남구,강남구 논현동 279-37 도,06-0000008125,일단(화살표없음),N,37.51581787,127.0297357,N,N,N,2026-03-20
288,서울특별시,강남구,강남구 논현동 279-37 도,06-0000007653,이단(화살표있음),N,37.5141242,127.0306833,Y,Y,N,2026-03-20
289,서울특별시,강남구,강남구 논현동 279-37 도,06-0000008126,일단(화살표없음),N,37.51572492,127.030081,N,N,N,2026-03-20
290,서울특별시,강남구,강남구 논현동 279-37 도,06-0000008129,일단(화살표없음),N,37.51638412,127.0297735,N,N,N,2026-03-20
291,서울특별시,강남구,강남구 논현동 279-37 도,06-0000008127,일단(화살표없음),N,37.51563967,127.0298155,N,N,N,2026-03-20
292,서울특별시,강남구,강남구 논현동 279-4 도,06-0000008437,일단(화살표있음),N,37.5217863,127.0375668,N,N,N,2026-03-20
293,서울특별시,강남구,강남구 논현동 279-4 도,06-0000008438,일단(화살표있음),N,37.52173618,127.0374275,N,N,N,2026-03-20
294,서울특별시,강남구,강남구 논현동 279-4 도,06-0000026927,일단(화살표없음),N,37.52182763,127.0374913,N,N,N,2026-03-20
295,서울특별시,강남구,강남구 논현동 279-47 도,06-0000008025,일단(화살표있음),N,37.5176419,127.0402325,N,N,N,2026-03-20
296,서울특별시,강남구,강남구 논현동 279-47 도,06-0000008024,일단(화살표있음),N,37.51769156,127.0401648,N,N,N,2026-03-20
297,서울특별시,강남구,강남구 논현동 279-47 도,06-0000008023,일단(화살표있음),N,37.51760478,127.0401197,N,N,N,2026-03-20
298,서울특별시,강남구,강남구 논현동 279-47 도,06-0000008026,일단(화살표있음),N,37.51756333,127.0402159,N,N,N,2026-03-20
299,서울특별시,강남구,강남구 논현동 279-48 도,06-0000008302,일단(화살표없음),N,37.51875133,127.040579,N,N,N,2026-03-20
300,서울특별시,강남구,강남구 논현동 279-48 도,06-0000015504,일단(화살표없음),N,37.51784012,127.0408865,N,N,N,2026-03-20
301,서울특별시,강남구,강남구 논현동 279-48 도,06-0000008300,일단(화살표없음),N,37.51828801,127.0407416,N,N,N,2026-03-20
302,서울특별시,강남구,강남구 논현동 279-5 도,06-0000008294,일단(화살표없음),N,37.52158376,127.0395202,N,N,N,2026-03-20
303,서울특별시,강남구,강남구 논현동 279-66 도,06-0000008021,일단(화살표없음),N,37.51720123,127.0388013,N,N,N,2026-03-20
304,서울특별시,강남구,강남구 논현동 279-66 도,06-0000008030,일단(화살표있음),N,37.51685176,127.0379118,N,N,N,2026-03-20
305,서울특별시,강남구,강남구 논현동 279-66 도,06-0000008031,일단(화살표있음),N,37.51693503,127.037948,N,N,N,2026-03-20
306,서울특별시,강남구,강남구 논현동 279-66 도,06-0000008032,일단(화살표없음),N,37.51716245,127.0387042,N,N,N,2026-03-20
307,서울특별시,강남구,강남구 논현동 279-66 도,06-0000008349,일단(화살표있음),N,37.51688914,127.0377609,N,N,N,2026-03-20
308,서울특별시,강남구,강남구 논현동 279-66 도,06-0000015507,일단(화살표없음),N,37.51689458,127.0374171,N,N,N,2026-03-20
309,서울특별시,강남구,강남구 논현동 279-66 도,06-0000008347,일단(화살표없음),N,37.51680176,127.0373156,N,N,N,2026-03-20
310,서울특별시,강남구,강남구 논현동 279-66 도,06-0000008348,일단(화살표없음),N,37.51674215,127.0373808,N,N,N,2026-03-20
311,서울특별시,강남구,강남구 논현동 279-66 도,06-0000031686,일단(화살표없음),N,37.51711383,127.0387809,N,N,N,2026-03-20
312,서울특별시,강남구,강남구 논현동 279-67 도,06-0000027185,일단(화살표없음),N,37.51211368,127.0252376,N,N,N,2026-03-20
313,서울특별시,강남구,강남구 논현동 279-67 도,06-0000007274,이단(화살표있음),N,37.51117975,127.0217481,Y,Y,N,2026-03-20
314,서울특별시,강남구,강남구 논현동 279-67 도,06-0000044907,일단(화살표없음),N,37.51309714,127.0276232,N,N,N,2026-03-20
315,서울특별시,강남구,강남구 논현동 279-67 도,06-0000007571,일단(화살표없음),N,37.51284382,127.0268033,N,N,N,2026-03-20
316,서울특별시,강남구,강남구 논현동 279-67 도,06-0000044906,일단(화살표없음),N,37.51257704,127.0259342,N,N,N,2026-03-20
317,서울특별시,강남구,강남구 논현동 279-67 도,06-0000008103,일단(화살표없음),N,37.51233484,127.0251414,N,N,N,2026-03-20
318,서울특별시,강남구,강남구 논현동 279-67 도,06-0000007640,일단(화살표없음),N,37.51314535,127.0286887,N,N,N,2026-03-20
