name,bank,branch,gu,addr,lat,lng
KB국민은행 개포남,KB국민은행,개포남,강남구,서울특별시 강남구 개포동 개포로224,37.478564,127.047295
KB국민은행 개포동,KB국민은행,개포동,강남구,서울특별시 강남구 개포동 삼성로14,37.487785,127.073672
KB국민은행 개포중앙(점),KB국민은행,개포중앙(점),강남구,서울특별시 강남구 개포동 선릉로8,37.48164,127.062159
KB국민은행 경찰청(점),KB국민은행,경찰청(점),서대문구,서울특별시 서대문구 미근동 통일로97,37.564213,126.966863
KB국민은행 고덕역,KB국민은행,고덕역,강동구,서울특별시 강동구 명일동 고덕로254,37.554682,127.153682
KB국민은행 고척동,KB국민은행,고척동,구로구,서울특별시 구로구 고척동 경인로387,37.497087,126.863142
KB국민은행 광장동(점),KB국민은행,광장동(점),광진구,서울특별시 광진구 광장동 천호대로813,37.545631,127.104127
KB국민은행 광진구청,KB국민은행,광진구청,광진구,서울특별시 광진구 자양동 아차산로400,37.53629,127.087722
KB국민은행 광화문,KB국민은행,광화문,종로구,서울특별시 종로구 내수동 새문안로3길30,37.572007,126.978849
KB국민은행 광화문역(점),KB국민은행,광화문역(점),종로구,서울특별시 종로구 당주동 새문안로5길13,37.57137,126.974415
KB국민은행 교대역,KB국민은행,교대역,서초구,서울특별시 서초구 서초동 서초대로283,37.493675,127.012689
KB국민은행 구로,KB국민은행,구로,구로구,서울특별시 구로구 구로동 도림로20길11,37.489606,126.892291
KB국민은행 구로구청사거리(점),KB국민은행,구로구청사거리(점),구로구,서울특별시 구로구 구로동 가마산로263,37.495922,126.889427
KB국민은행 구로동,KB국민은행,구로동,구로구,서울특별시 구로구 구로동 경인로565,37.50364,126.879714
KB국민은행 구로벤처,KB국민은행,구로벤처,구로구,서울특별시 구로구 구로동 디지털로34길27,37.485472,126.898223
KB국민은행 구의동,KB국민은행,구의동,광진구,서울특별시 광진구 구의동 광나루로525,37.545175,127.087962
KB국민은행 구파발역,KB국민은행,구파발역,은평구,"서울특별시 은평구 진관동 진관2로15-46,2층",37.638651,126.919082
KB국민은행 국군재정관리단(점),KB국민은행,국군재정관리단(점),용산구,서울특별시 용산구 회나무로 4,37.538252,126.988338
KB국민은행 국방부(점),KB국민은행,국방부(점),용산구,서울특별시 용산구 이태원로 22,37.533649,126.977597
KB국민은행 군자역,KB국민은행,군자역,광진구,서울특별시 광진구 중곡동 천호대로575,37.556499,127.08213
KB국민은행 굽은다리역,KB국민은행,굽은다리역,강동구,서울특별시 강동구 천호동 양재대로1553,37.544363,127.142086
KB국민은행 금천,KB국민은행,금천,금천구,서울특별시 금천구 시흥동 시흥대로202,37.451961,126.902145
KB국민은행 금호동,KB국민은행,금호동,성동구,서울특별시 성동구 금호동4가 독서당로306,37.547976,127.022885
KB국민은행 길동,KB국민은행,길동,강동구,서울특별시 강동구 길동 양재대로1443,37.53493,127.138537
KB국민은행 길음뉴타운,KB국민은행,길음뉴타운,성북구,서울특별시 성북구 길음동 동소문로231,37.602855,127.022372
KB국민은행 낙성대역,KB국민은행,낙성대역,관악구,서울특별시 관악구 봉천동 남부순환로1926,37.476818,126.963145
KB국민은행 남가좌동,KB국민은행,남가좌동,서대문구,서울특별시 서대문구 남가좌동 증가로136,37.577661,126.922534
KB국민은행 남대문,KB국민은행,남대문,중구,서울특별시 중구 남대문로4가 세종대로50,37.560923,126.976244
KB국민은행 남성역,KB국민은행,남성역,동작구,서울특별시 동작구 사당동 사당로234,37.48328,126.973579
KB국민은행 남영동,KB국민은행,남영동,용산구,서울특별시 용산구 갈월동 한강대로273,37.542691,126.972352
KB국민은행 노량진,KB국민은행,노량진,동작구,서울특별시 동작구 노량진동 노량진로100,37.512967,126.936999
KB국민은행 노원,KB국민은행,노원,노원구,서울특별시 노원구 상계동 동일로1405,37.653831,127.060178
KB국민은행 노원구청,KB국민은행,노원구청,노원구,서울특별시 노원구 상계동 노해로437,37.653618,127.056703
KB국민은행 논현동,KB국민은행,논현동,강남구,서울특별시 강남구 논현동 언주로603,37.509081,127.037401
KB국민은행 논현역,KB국민은행,논현역,강남구,서울특별시 강남구 논현동 학동로107,37.51171,127.022488
KB국민은행 대기업금융1센터,KB국민은행,대기업금융1센터,강남구,서울특별시 강남구 역삼동 강남대로298,37.490053,127.032164
KB국민은행 대기업금융2센터,KB국민은행,대기업금융2센터,강남구,서울특별시 강남구 역삼동 강남대로298,37.490053,127.032164
KB국민은행 대림동,KB국민은행,대림동,영등포구,서울특별시 영등포구 대림동 시흥대로675,37.492036,126.908451
KB국민은행 대방동,KB국민은행,대방동,동작구,서울특별시 동작구 대방동 국사봉1길3,37.499078,126.928765
KB국민은행 대방로,KB국민은행,대방로,영등포구,서울특별시 영등포구 신길동 여의대방로259,37.510246,126.924134
KB국민은행 대청역,KB국민은행,대청역,강남구,서울특별시 강남구 개포동 개포로623,37.494339,127.079634
KB국민은행 대치동,KB국민은행,대치동,강남구,서울특별시 강남구 대치동 삼성로212,37.495315,127.063682
KB국민은행 대치북,KB국민은행,대치북,강남구,서울특별시 강남구 대치동 삼성로406,37.503546,127.058791
KB국민은행 도곡(점),KB국민은행,도곡(점),강남구,서울특별시 강남구 도곡동 언주로30길39,37.488746,127.053214
KB국민은행 도곡렉슬(점),KB국민은행,도곡렉슬(점),강남구,서울특별시 강남구 도곡동 선릉로225,37.495365,127.05272
KB국민은행 도봉구청(점),KB국민은행,도봉구청(점),도봉구,서울특별시 도봉구 마들로656,37.668716,127.047131
KB국민은행 도화동,KB국민은행,도화동,마포구,서울특별시 마포구 도화동 마포대로63-8,37.54226,126.947816
KB국민은행 독산동,KB국민은행,독산동,금천구,서울특별시 금천구 독산동 시흥대로430,37.471817,126.898667
KB국민은행 독산홈플러스,KB국민은행,독산홈플러스,금천구,서울특별시 금천구 독산동 시흥대로391,37.468664,126.896885
KB국민은행 돈암동,KB국민은행,돈암동,성북구,서울특별시 성북구 동선동1가 동소문로114,37.593037,127.01765
KB국민은행 동국대학교(점),KB국민은행,동국대학교(점),중구,서울특별시 중구 필동3가 필동로1길30,37.557762,127.001992
KB국민은행 동대문구청,KB국민은행,동대문구청,동대문구,서울특별시 동대문구 용두동 천호대로145,37.574391,127.039897
KB국민은행 동부이촌동,KB국민은행,동부이촌동,용산구,서울특별시 용산구 이촌1동 이촌로206,37.52089,126.969854
KB국민은행 동아미디어,KB국민은행,동아미디어,종로구,서울특별시 종로구 세종로 청계천로1,37.569546,126.97802
KB국민은행 동양미래대(점),KB국민은행,동양미래대(점),구로구,서울특별시 구로구 고척동 경인로445,37.499996,126.868169
KB국민은행 동여의도,KB국민은행,동여의도,영등포구,서울특별시 영등포구 여의도동 국제금융로72,37.52112,126.930836
KB국민은행 동작구청,KB국민은행,동작구청,동작구,서울특별시 동작구 노량진동 장승배기로161,37.504237,126.940269
KB국민은행 둔촌역,KB국민은행,둔촌역,강동구,서울특별시 강동구 둔촌동 양재대로1360,37.527475,127.137045
KB국민은행 등촌역,KB국민은행,등촌역,양천구,서울특별시 양천구 목동 공항대로538,37.550254,126.865599
KB국민은행 디지털밸리,KB국민은행,디지털밸리,구로구,서울특별시 구로구 구로동 디지털로273,37.483954,126.894103
KB국민은행 마곡,KB국민은행,마곡,강서구,서울특별시 강서구 마곡동 공항대로242,37.55848,126.834328
KB국민은행 마곡나루,KB국민은행,마곡나루,강서구,서울특별시 강서구 마곡동 마곡중앙5로6,37.567291,126.826957
KB국민은행 마들역,KB국민은행,마들역,노원구,서울특별시 노원구 상계동 동일로1534,37.665471,127.057941
KB국민은행 마포역,KB국민은행,마포역,마포구,서울특별시 마포구 도화동 마포대로38,37.539427,126.946661
KB국민은행 망우동,KB국민은행,망우동,중랑구,서울특별시 중랑구 망우동 상봉로134,37.597879,127.093324
KB국민은행 매봉역,KB국민은행,매봉역,강남구,서울특별시 강남구 도곡동 남부순환로378길10,37.485551,127.045686
KB국민은행 먹골역,KB국민은행,먹골역,중랑구,서울특별시 중랑구 묵동 동일로921,37.612669,127.076899
KB국민은행 명동스타PB센터,KB국민은행,명동스타PB센터,중구,서울특별시 중구 을지로2가 을지로51,37.566493,126.983681
KB국민은행 명동역,KB국민은행,명동역,중구,서울특별시 중구 충무로2가 퇴계로131,37.561277,126.986302
KB국민은행 명동영업부,KB국민은행,명동영업부,중구,서울특별시 중구 을지로2가 을지로51,37.566493,126.983681
KB국민은행 명일동,KB국민은행,명일동,강동구,서울특별시 강동구 명일동 양재대로1661,37.553857,127.143944
KB국민은행 모래내(점),KB국민은행,모래내(점),서대문구,서울특별시 서대문구 남가좌동 수색로40,37.570013,126.914335
KB국민은행 목동PB센터,KB국민은행,목동PB센터,양천구,서울특별시 양천구 목동 목동동로381,37.535739,126.87904
KB국민은행 목동서로,KB국민은행,목동서로,양천구,서울특별시 양천구 신정동 목동서로283,37.52208,126.869628
KB국민은행 목동스텔라,KB국민은행,목동스텔라,양천구,서울특별시 양천구 목동 오목로312,37.524693,126.872024
KB국민은행 목동역,KB국민은행,목동역,양천구,서울특별시 양천구 신정동 오목로222,37.525595,126.862036
KB국민은행 목동파리공원,KB국민은행,목동파리공원,양천구,서울특별시 양천구 목5동 목동동로381,37.535739,126.87904
KB국민은행 무교,KB국민은행,무교,중구,서울특별시 중구 무교동 세종대로136,37.568423,126.978257
KB국민은행 무역센터,KB국민은행,무역센터,강남구,서울특별시 강남구 삼성동 테헤란로87길36,37.510233,127.058595
KB국민은행 문래동,KB국민은행,문래동,영등포구,서울특별시 영등포구 양평동1가 선유로82,37.521283,126.890274
KB국민은행 문정동(점),KB국민은행,문정동(점),송파구,서울특별시 송파구 문정동 송이로30길7,37.487396,127.130904
KB국민은행 문정법조,KB국민은행,문정법조,송파구,서울특별시 송파구 문정동 법원로11길7,37.485459,127.118331
KB국민은행 미아동,KB국민은행,미아동,강북구,서울특별시 강북구 미아4동 도봉로34,37.612068,127.030722
KB국민은행 미아역,KB국민은행,미아역,강북구,서울특별시 강북구 미아동 도봉로167,37.623624,127.026835
KB국민은행 반포남(점),KB국민은행,반포남(점),서초구,서울특별시 서초구 반포동 고무래로26,37.502345,127.011252
KB국민은행 반포서래,KB국민은행,반포서래,서초구,서울특별시 서초구 반포동 서래로8길6,37.498555,126.998621
KB국민은행 반포역,KB국민은행,반포역,서초구,서울특별시 서초구 잠원동 신반포로257,37.508614,127.011938
KB국민은행 반포중앙,KB국민은행,반포중앙,서초구,서울특별시 서초구 잠원동 신반포로157,37.50552,127.001457
KB국민은행 발산역,KB국민은행,발산역,강서구,서울특별시 강서구 마곡동 강서로385,37.560093,126.838304
KB국민은행 방배PB센터,KB국민은행,방배PB센터,서초구,서울특별시 서초구 방배동 동광로89,37.493649,126.992065
KB국민은행 방배남,KB국민은행,방배남,서초구,서울특별시 서초구 방배동 방배로46,37.479057,126.999614
KB국민은행 방배역,KB국민은행,방배역,서초구,서울특별시 서초구 방배동 방배로99,37.483035,126.996208
KB국민은행 방배중앙,KB국민은행,방배중앙,서초구,서울특별시 서초구 방배동 방배로181,37.489567,126.991929
KB국민은행 방이역,KB국민은행,방이역,송파구,서울특별시 송파구 오금동 마천로5길10,37.509211,127.127027
KB국민은행 방화동,KB국민은행,방화동,강서구,서울특별시 강서구 방화동 양천로66,37.573091,126.811197
KB국민은행 보라매,KB국민은행,보라매,관악구,서울특별시 관악구 봉천동 보라매로3길29,37.491211,126.924991
KB국민은행 보문동,KB국민은행,보문동,성북구,서울특별시 성북구 보문동7가 보문로34,37.578856,127.023292
